,Open,High,Low,Close,Adj Close,Volume,coin,MA,mean,lo-80,hi-80,Date
0,3746.71337890625,3850.913818359375,3707.231201171875,3843.52001953125,3843.52001953125,4324200990.0,btc,,,,,
1,3849.21630859375,3947.981201171875,3817.409423828125,3943.409423828125,3943.409423828125,5244856836.0,btc,,,,,
2,3931.048583984375,3935.68505859375,3826.222900390625,3836.7412109375,3836.7412109375,4530215219.0,btc,,,,,
3,3832.0400390625,3865.9345703125,3783.853759765625,3857.717529296875,3857.717529296875,4847965467.0,btc,,,,,
4,3851.973876953125,3904.903076171875,3836.900146484375,3845.194580078125,3845.194580078125,5137609824.0,btc,,,,,
5,3836.51904296875,4093.29736328125,3826.51318359375,4076.632568359375,4076.632568359375,5597027440.0,btc,,,,,
6,4078.5849609375,4092.613525390625,4020.89404296875,4025.248291015625,4025.248291015625,5228625637.0,btc,,,,,
7,4028.47216796875,4109.02099609375,3996.955322265625,4030.847900390625,4030.847900390625,5306593305.0,btc,,,,,
8,4031.552001953125,4068.403564453125,4022.662841796875,4035.29638671875,4035.29638671875,5115905225.0,btc,,,,,
9,4034.411376953125,4064.066650390625,3659.174560546875,3678.924560546875,3678.924560546875,6874143796.0,btc,,,,,
10,3674.015380859375,3713.8818359375,3653.06982421875,3687.365478515625,3687.365478515625,5538712865.0,btc,,,,,
11,3686.97314453125,3698.978271484375,3653.810791015625,3661.301025390625,3661.301025390625,4778170883.0,btc,,,,,
12,3658.8681640625,3674.760009765625,3544.92724609375,3552.953125,3552.953125,4681302466.0,btc,,,,,
13,3557.31103515625,3727.836181640625,3552.28515625,3706.05224609375,3706.05224609375,5651384490.0,btc,,,,,
14,3704.21630859375,3720.1533203125,3619.94921875,3630.67529296875,3630.67529296875,5537192302.0,btc,,,,,
15,3631.509765625,3685.777099609375,3624.67333984375,3655.0068359375,3655.0068359375,5394457145.0,btc,,,,,
16,3651.87109375,3680.135986328125,3621.9609375,3678.56396484375,3678.56396484375,5464420383.0,btc,,,,,
17,3677.990478515625,3682.52001953125,3637.080810546875,3657.83935546875,3657.83935546875,5002961727.0,btc,,,,,
18,3652.3779296875,3758.533447265625,3652.3779296875,3728.568359375,3728.568359375,5955691380.0,btc,,,,,
19,3725.446044921875,3743.387939453125,3583.01953125,3601.013671875,3601.013671875,5582489560.0,btc,,,,,
20,3600.372802734375,3608.8408203125,3558.537109375,3576.032470703125,3576.032470703125,5004347059.0,btc,,,,,
21,3575.081298828125,3620.74658203125,3539.721435546875,3604.5771484375,3604.5771484375,5313623556.0,btc,,,,,
22,3605.55712890625,3623.06787109375,3565.31396484375,3585.123046875,3585.123046875,5433755649.0,btc,,,,,
23,3584.500244140625,3616.08740234375,3569.0927734375,3600.865478515625,3600.865478515625,5262869046.0,btc,,,,,
24,3607.390380859375,3612.927734375,3575.597412109375,3599.765869140625,3599.765869140625,5265847539.0,btc,,,,,
25,3599.71533203125,3654.93310546875,3593.345947265625,3602.46044921875,3602.46044921875,5098183235.0,btc,,,,,
26,3604.687255859375,3612.67138671875,3567.245849609375,3583.9658203125,3583.9658203125,5570752966.0,btc,,,,,
27,3584.283203125,3586.7509765625,3439.23291015625,3470.450439453125,3470.450439453125,6908930483.0,btc,,,,,
28,3468.8701171875,3476.0654296875,3400.81982421875,3448.116943359375,3448.116943359375,5897159493.0,btc,,,,,
29,3443.89697265625,3495.1748046875,3429.387939453125,3486.181640625,3486.181640625,5955112627.0,btc,3709.68037109375,,,,
30,3485.4091796875,3504.804931640625,3447.915771484375,3457.792724609375,3457.792724609375,5831198271.0,btc,3696.822794596354,,,,
31,3460.547119140625,3501.9541015625,3431.591552734375,3487.9453125,3487.9453125,5422926707.0,btc,3681.640657552083,,,,
32,3484.6259765625,3523.287353515625,3467.57470703125,3521.060791015625,3521.060791015625,5071623601.0,btc,3671.1179768880206,,,,
33,3516.1396484375,3521.38818359375,3447.92431640625,3464.013427734375,3464.013427734375,5043937584.0,btc,3657.9945068359375,,,,
34,3467.211669921875,3476.223876953125,3442.5869140625,3459.154052734375,3459.154052734375,5332718886.0,btc,3645.1264892578124,,,,
35,3454.950927734375,3478.148193359375,3451.93701171875,3466.357421875,3466.357421875,5227549545.0,btc,3624.783984375,,,,
36,3469.091796875,3469.091796875,3398.5654296875,3413.767822265625,3413.767822265625,5482196038.0,btc,3604.401302083333,,,,
37,3414.929443359375,3427.945556640625,3394.218505859375,3399.4716796875,3399.4716796875,5004962683.0,btc,3583.355428059896,,,,
38,3401.37646484375,3695.614013671875,3391.023681640625,3666.7802734375,3666.7802734375,7735623101.0,btc,3571.0715576171874,,,,
39,3671.5859375,3679.94140625,3646.559326171875,3671.20361328125,3671.20361328125,6158833645.0,btc,3570.8141927083334,,,,
40,3673.201416015625,3695.0361328125,3640.97998046875,3690.188232421875,3690.188232421875,6282256903.0,btc,3570.9082845052085,,,,
41,3695.613037109375,3695.613037109375,3642.287841796875,3648.4306640625,3648.4306640625,6277056434.0,btc,3570.4792724609374,,,,
42,3642.751953125,3668.5869140625,3618.556884765625,3653.528564453125,3653.528564453125,6480384532.0,btc,3573.831787109375,,,,
43,3653.60400390625,3669.74658203125,3617.246337890625,3632.070556640625,3632.070556640625,6438903823.0,btc,3571.365730794271,,,,
44,3631.170166015625,3646.256591796875,3607.69775390625,3616.880859375,3616.880859375,6271044418.0,btc,3570.9059163411457,,,,
45,3617.368408203125,3647.795166015625,3608.20654296875,3620.810791015625,3620.810791015625,6091952231.0,btc,3569.766048177083,,,,
46,3615.270263671875,3652.84130859375,3615.270263671875,3629.78759765625,3629.78759765625,5934744052.0,btc,3568.140169270833,,,,
47,3633.359375,3680.537353515625,3619.18212890625,3673.836181640625,3673.836181640625,7039512503.0,btc,3568.6733968098956,,,,
48,3671.369873046875,3936.6650390625,3669.982421875,3915.71435546875,3915.71435546875,9908216640.0,btc,3574.9115966796876,,,,
49,3911.66162109375,4010.87939453125,3908.153076171875,3947.094482421875,3947.094482421875,9933626655.0,btc,3586.4476236979167,,,,
50,3946.68505859375,4000.486328125,3926.246826171875,3999.820556640625,3999.820556640625,8693373948.0,btc,3600.5738932291665,,,,
51,4000.2568359375,4010.009521484375,3940.108154296875,3954.1181640625,3954.1181640625,7775128102.0,btc,3612.2252604166665,,,,
52,3952.406494140625,4006.538330078125,3950.81640625,4005.526611328125,4005.526611328125,7826525254.0,btc,3626.2387125651044,,,,
53,3998.916259765625,4166.2861328125,3968.726806640625,4142.52685546875,4142.52685546875,8922258316.0,btc,3644.294091796875,,,,
54,4145.4580078125,4210.6416015625,3793.708984375,3810.427490234375,3810.427490234375,10794227451.0,btc,3651.3161458333334,,,,
55,3807.00244140625,3913.707275390625,3807.00244140625,3882.6962890625,3882.6962890625,9318796067.0,btc,3660.6573404947917,,,,
56,3878.697265625,3891.578857421875,3837.986328125,3854.35791015625,3854.35791015625,7931218996.0,btc,3669.67041015625,,,,
57,3857.479736328125,3888.802490234375,3787.058837890625,3851.04736328125,3851.04736328125,8301309684.0,btc,3682.356974283854,,,,
58,3848.261962890625,3906.058349609375,3845.8212890625,3854.785400390625,3854.785400390625,8399767798.0,btc,3695.912589518229,,,,
59,3853.757080078125,3907.79541015625,3851.6923828125,3859.583740234375,3859.583740234375,7661247975.0,btc,3708.359326171875,,,,
60,3855.318115234375,3874.607421875,3832.1279296875,3864.4150390625,3864.4150390625,7578786076.0,btc,3721.9134033203127,,,,
61,3862.26611328125,3875.483642578125,3836.90576171875,3847.17578125,3847.17578125,7253558152.0,btc,3733.8877522786456,,,,
62,3845.091552734375,3867.3818359375,3733.749755859375,3761.55712890625,3761.55712890625,9029175788.0,btc,3741.904296875,,,,
63,3759.83251953125,3903.916748046875,3745.18310546875,3896.375,3896.375,10174126415.0,btc,3756.3163492838544,,,,
64,3897.0810546875,3919.510498046875,3871.460693359375,3903.942626953125,3903.942626953125,9175291529.0,btc,3771.1426350911456,,,,
65,3903.384765625,3939.373291015625,3894.113037109375,3911.484375,3911.484375,9584165519.0,btc,3785.9802001953126,,,,
66,3913.225830078125,3950.43212890625,3875.228515625,3901.131591796875,3901.131591796875,10638638944.0,btc,3802.2256591796877,,,,
67,3894.552490234375,3987.23779296875,3892.390380859375,3963.313720703125,3963.313720703125,10796103518.0,btc,3821.0203938802083,,,,
68,3966.17431640625,3966.17431640625,3924.381103515625,3951.599853515625,3951.599853515625,9713267607.0,btc,3830.5143798828126,,,,
69,3953.740234375,3966.384765625,3889.239013671875,3905.227294921875,3905.227294921875,10125901903.0,btc,3838.3151692708334,,,,
70,3903.75830078125,3926.88916015625,3863.55908203125,3909.15625,3909.15625,9809887079.0,btc,3845.6141031901043,,,,
71,3913.04736328125,3926.59765625,3891.904296875,3906.71728515625,3906.71728515625,9469184841.0,btc,3854.2236572265624,,,,
72,3905.576904296875,3946.50439453125,3901.296875,3924.369140625,3924.369140625,10480789570.0,btc,3863.251676432292,,,,
73,3926.663330078125,3968.54296875,3914.015380859375,3960.9111328125,3960.9111328125,9394210605.0,btc,3874.213028971354,,,,
74,3963.900146484375,4077.036376953125,3961.657470703125,4048.725830078125,4048.725830078125,9856166973.0,btc,3888.607861328125,,,,
75,4047.719482421875,4054.1220703125,4006.4111328125,4025.22900390625,4025.22900390625,8221625400.0,btc,3902.0884684244793,,,,
76,4029.968505859375,4071.556640625,4009.1171875,4032.50732421875,4032.50732421875,9646954186.0,btc,3915.512459309896,,,,
77,4032.69189453125,4082.216064453125,4023.8125,4071.190185546875,4071.190185546875,9344919956.0,btc,3928.7575927734374,,,,
78,4070.7939453125,4089.4619140625,4031.11083984375,4087.476318359375,4087.476318359375,10175916388.0,btc,3934.4829915364585,,,,
79,4083.953857421875,4097.35986328125,4005.1513671875,4029.326904296875,4029.326904296875,10831212662.0,btc,3937.224072265625,,,,
80,4028.5146484375,4053.90673828125,4021.54248046875,4023.96826171875,4023.96826171875,9252935969.0,btc,3938.0289957682294,,,,
81,4022.71337890625,4049.882568359375,4015.964599609375,4035.826416015625,4035.826416015625,9578850549.0,btc,3940.7526041666665,,,,
82,4035.16357421875,4040.69970703125,4006.19287109375,4022.168212890625,4022.168212890625,9144851065.0,btc,3941.30732421875,,,,
83,4024.11279296875,4038.8408203125,3934.03125,3963.070556640625,3963.070556640625,10359818883.0,btc,3935.325447591146,,,,
84,3969.228759765625,3985.080810546875,3944.753173828125,3985.080810546875,3985.080810546875,10707678815.0,btc,3941.147224934896,,,,
